problem_id,original_NL_problem_statement,statement_source,NL-JGEX_problem_statement,JGEX_problem_statement,problem_runs_on_Newclid_3.01,NL_reference_proof,NL_reference_proof_source,numerical_concept,NL_construction_in_statement,NL_construction_for_proof,final_answer,comment
45,"If $AB\parallel CD$, then $AB$ is not perpendicular to $CD$. ",Synthetic problem: Parallel implies not perpendicular,Construct $CD$ parallel to $AB$. Prove $AB$ is not perpendicular to $CD$.,a b = segment a b; c = free c; d = on_pline d c a b ? nperp a b c d,no,"Parallel lines have the same direction and cannot meet at right angles, so they are not perpendicular.  ",https://artofproblemsolving.com/wiki/index.php/Perpendicular,no,"point(4), segment(1), line(2)",N/A,N/A,runs without yuclid
46,Circumscribe a circle about a given triangle.,Euclid IV. Proposition 5,"Construct a triangle $ABC$. Construct $D$ as the midpoint of segment $AB$ and $E$ as the midpoint of segment $AC$. Through $D$, construct a line perpendicular to $AB$. Through $E$, construct a line perpendicular to $AC$. Let $O$ be the intersection point of these two perpendicular lines. Prove that $O$ is the circumcenter of triangel $ABC$, i.e. $O$ is the center of a circle passing through $A,B,C$.",a b c = triangle a b c; d = midpoint d a b; e = midpoint e a c; u = on_tline u d a b; v = on_tline v e a c; o = intersection_ll o d u e v ? circle o a b c,yes,"Let $ABC$ be the given triangle. It is required to circumscribe a circle about the given triangle $ABC$. Bisect the straight lines $AB$ and $AC$ at the points $D$ and $E$. Draw $DF$ and $EF$ from the points $D$ and $E$ at right angles to $AB$ and $AC$. They will then meet within the triangle $ABC$, or on the straight line $BC$, or outside $BC$. First let them meet within at $F$. Join $FB$, $FC$, and $FA$. Then, since $AD$ equals $DB$, and $DF$ is common and at right angles, therefore the base $AF$ equals the base $FB$. Similarly we can prove that $CF$ also equals $AF$, so that $FB$ also equals $FC$, therefore the three straight lines $FA$ and $FB$ and $FC$ equal one another. Therefore the circle described with center $F$ and radius one of the straight lines $FA$, $FB$, or $FC$ also passes through the remaining points, and the circle is circumscribed about the triangle $ABC$. Let it be circumscribed as $ABC$. Next, let $DF$ and $EF$ meet on the straight line $BC$ at $F$, as is the case in the second figure. Join $AF$. Then, similarly, we can prove that the point $F$ is the center of the circle circumscribed about the triangle $ABC$. Next, let $DF$ and $EF$ meet outside the triangle $ABC$ at $F$, as is the case in the third figure. Join $AF$, $BF$, and $CF$. Then again, since $AD$ equals $DB$, and $DF$ is common and at right angles, therefore the base $AF$ equals the base $BF$. Similarly we can prove that $CF$ also equals $AF$, so that $BF$ also equals $FC$. Therefore the circle described with center $F$ and radius one of the straight lines $FA$, $FB$, or $FC$ also passes through the remaining points, and is circumscribed about the triangle $ABC$. Therefore a circle has been circumscribed about the given triangle.",https://mathcs.clarku.edu/~djoyce/java/elements/bookIV/propIV5.html,no,"point(4), triangle(1), circle(1), segment(3)","point(6), line(2), segment(3) ",N/A,N/A
47,Construct an equilateral triangle on segment $AB$. Prove that $\angle BAC = 60^\circ$.,Synthetic problem: Equilateral triangle defintion,Construct a segment $AB$. Construct a point $C$ such that $C$ lies on the circle centered at $A$ with radius $AB$ and also lies on the circle centered at $B$ with radius $BA$ (so $AC=AB$ and $BC=AB$). Prove that $\angle BAC$ equals $\pi/3$.,"a b = segment a b;c = on_circle c a b, on_circle c b a ? aconst a b a c 1/3",yes,"In an equilateral triangle, all angles are equal:
$\angle A = \angle B = \angle C.$
Also $\angle A + \angle B + \angle C = 180^\circ$.
Therefore each angle is (180^\circ/3 = 60^\circ), so $\angle BAC = 60^\circ.$","Euclid’s Elements, Book I (Proposition 1 and Proposition 32)",yes,"point(3), segment(1), circle(2), triangle(1)",N/A,N/A,
48,Construct $A$ so that $OA=1$. Prove $OA=1$.  ,Synthetic problem: Length-constant construction,"Construct a point $O$, then construct a point $A$ such that the length of segment $OA$ equals $1$. Prove $OA=1$.  ",o = free o;a = lconst a o 1 ? lconst o a 1,yes,True by construction. ,N/A,no,"point(2), segment(1)",N/A,N/A,
49,"If $D$ is the midpoint of $AB$, prove $\dfrac{AD}{AB}=\dfrac12$.",Synthetic problem: Midpoint ratio  ,Construct segment $AB$ and its midpoint $D$. Prove that the ratio $AD/AB$ equals $1/2$.,a b = segment a b;d = midpoint d a b ? rconst a d a b 1/2,yes," A midpoint satisfies $AD=\frac12 AB$, so $\frac{AD}{AB}=\frac12$. ",https://artofproblemsolving.com/wiki/index.php/Midpoint,yes,"point(3), segment(1)",N/A,N/A,
50,"In square $ABCD$, if $O$ is intersection of diagonals, prove $\dfrac{|AB|^2}{|AO|^2}=2$.  ",Synthetic problem: Square diagonal half,Construct a square $ABCD$ and the intersection point $O$ of diagonals $AC$ and $BD$. Prove the squared-length ratio $|AB|^2/|AO|^2=2$. ,a b c d = isquare a b c d;o = intersection_ll o a c b d ? r2const a b a o 2/1,yes,"In a square, $|AC|=|AB|\sqrt2$ and $O$ is midpoint of $AC$, so $|AO|=\frac{|AB|\sqrt2}{2}$. Then $\frac{|AB|^2}{|AO|^2}=2$.  ",https://mathworld.wolfram.com/Square.html,yes,"point(5), square(1), segment(6), line(2)",N/A,NA,
51,"If $D\in AB$, $E\in AC$, and $DE\parallel BC$, then $\triangle ADE\sim\triangle ABC$.",Synthetic lemma: AA similarity from parallels,"Construct triangle $ABC$, choose $D$ on $AB$, and choose $E$ on $AC$ so that $DE$ is parallel to $BC$. Prove triangles $ADE$ and $ABC$ are similar.","a b c = triangle a b c;d = on_line d a b;e = on_line e a c, on_pline e d b c ? simtri a d e a b c",yes,"With $DE\parallel BC$, corresponding angles satisfy $\angle ADE=\angle ABC$ and $\angle AED=\angle ACB$, so triangles are similar by AA.  ",https://artofproblemsolving.com/wiki/index.php/Similar_triangles,no,"point(5), triangle(1), line(3), segment(2)",N/A,N/A,
52,"Let $ABC$ be a triangle. Construct a triangle $PQR$ such that $PQ=AB$, $PR=AC$, and $QR=BC$. Prove that triangles $ABC$ and $PQR$ are congruent.                   ","Euclid, Elements, Book I, Proposition 8 (SSS congruence)
","Start with triangle $ABC$.  
Choose a free point $P$.  
Construct $Q$ so that $PQ=AB$.  
Construct $R$ so that $PR=AC$ and $QR=BC$.  
Prove that triangles $ABC$ and $PQR$ are congruent.","a b c = triangle a b c;p = free p;q = eqdistance q p a b;r = eqdistance r p a c, eqdistance r q b c ? contri a b c p q r",yes,SSS congruence theorem proof,"Euclid’s Elements, Book I, Proposition 8",no,"point(6), triangle(1), circle(2), segment(3)",N/A,N/A,
53,Let $AB$ be a segment and let $\ell$ be the perpendicular bisector of $\overline{AB}$. Let $C$ be any point and let $C'$ be the reflection of $C$ across $\ell$. Prove that triangles $ABC$ and $BAC'$ are congruent by a reflection.,Synthetic lemma: Reflection congruence,"Start with segment $AB$.  
Let $M$ be the midpoint of $AB$, and let $N$ be a point on the perpendicular bisector of $AB$ (so line $MN$ is the perpendicular bisector).  
Choose a free point $C$. Reflect $C$ across line $MN$ to get $C'$.  
Prove that $\triangle ABC$ is congruent to $\triangle BAC'$ by an orientation-reversing isometry.",a b = segment a b;m = midpoint m a b;n = on_bline n a b;c = free c;c1 = reflect c1 c m n ? contrir a b c b a c1,yes,"Reflection is an isometry, so it preserves lengths and angles (up to orientation). The predicate contrir encodes a congruence relation with a specified correspondence/order, which holds under the constructed reflection.",https://mathworld.wolfram.com/Reflection.html,no,"point(6), segment(2), line(3), bisector(1)",N/A,N/A,
54,"Let $A,B,C$ be arbitrary points. Let $P$ be a point on the circumcircle of $\triangle ABC$. Let $Q$ be a point on the circumcircle of $\triangle BCP$ such that $QP=AB$. Let $R$ be a point on the circumcircle of $\triangle CPQ$. Prove that the ordered triples $(A,B,C)$ and $(P,Q,R)$ have the same orientation.",Synthetic construction: Chained circumcircle,"Construct three free points $A,B,C$.  
Construct $P$ on the circumcircle of $\triangle ABC$.  
Construct $Q$ on the circumcircle of $\triangle BCP$ with the additional constraint that $QP=AB$.  
Construct $R$ on the circumcircle of $\triangle CPQ$.  
Prove that the orientation of triangle $ABC$ matches the orientation of triangle $PQR$.","a = free a; b = free b; c = free c;p = on_circum p a b c;q = on_circum q b c p, eqdistance q p a b;r = on_circum r c p q ? sameclock a b c p q r",yes,N/A,N/A,no,"point(6), circle(3)",N/A,N/A,
55,"Construct points $A,B,C$ and then points $P,Q,R$ as follows:
- $P$ lies on the circumcircle of $\triangle ABC$.
- $Q$ lies on the circumcircle of $\triangle BCP$ and satisfies $QP = AB$.
- $R$ lies on the circumcircle of $\triangle CPQ$.
Let $\omega_1$ be the circumcircle of $\triangle ABC$ and $\omega_2$ the circumcircle of $\triangle PQR$. Consider chord $BC$ on $\omega_1$ and chord $QR$ on $\omega_2$. Prove that $A$ lies on the same kind of arc of $\omega_1$ cut off by $BC$ as $P$ lies on of $\omega_2$ cut off by $QR$.",Synthetic problem: Arc-type dichotomy 1,"Construct $A,B,C$ freely, then construct $P,Q,R$ by chained circumcircle conditions and one distance constraint.  
Compare arc types determined by chords $BC$ and $QR$ on the two circumcircles.  
Attempt to prove both “same arc type” and “different arc type” at once.        Let $A$, $B$, and $C$ be three arbitrary points in the plane. Let $P$ be a point lying on the circumcircle of triangle $ABC$. Let $Q$ be a point on the circumcircle of triangle $BCP$ such that $QP = AB$. Let $R$ be a point on the circumcircle of triangle $CPQ$.
Prove that the points $P$, $Q$, and $R$ all lie on the same side of the line $AB$ as the point $C$.","a = free a; b = free b; c = free c;p = on_circum p a b c;q = on_circum q b c p, eqdistance q p a b;r = on_circum r c p q ? sameside a b c p q r",yes,N/A,"Joyce’s Euclid, Book III (inscribed angles/arc relations)",no,"point(6), circle(3), triangle(3), segment(9)",N/A,N/A,
56,"Construct points $A,B,C$ and then points $P,Q,R$ as follows:
- $P$ lies on the circumcircle of $\triangle ABC$.
- $Q$ lies on the circumcircle of $\triangle BCP$ and satisfies $QP = AB$.
- $R$ lies on the circumcircle of $\triangle CPQ$.
Let $\omega_1$ be the circumcircle of $\triangle ABC$ and $\omega_2$ the circumcircle of $\triangle PQR$. Consider chord $BC$ on $\omega_1$ and chord $QR$ on $\omega_2$. Prove that $A$ lies on a different kind of arc of $\omega_1$ cut off by $BC$ than $P$ lies on of $\omega_2$ cut off by $QR$.",Synthetic problem: Arc-type dichotomy 2,"Construct $A,B,C$ freely, then construct $P,Q,R$ by chained circumcircle conditions and one distance constraint.  
Compare arc types determined by chords $BC$ and $QR$ on the two circumcircles.  
Attempt to prove both “same arc type” and “different arc type” at once.        Let $A$, $B$, and $C$ be three arbitrary points in the plane. Let $P$ be a point lying on the circumcircle of triangle $ABC$. Let $Q$ be a point on the circumcircle of triangle $BCP$ such that $QP = AB$. Let $R$ be a point on the circumcircle of triangle $CPQ$.
Prove that the points $P$, $Q$, and $R$ all lie on a different side of the line $AB$ as the point $C$.","a = free a; b = free b; c = free c;p = on_circum p a b c;q = on_circum q b c p, eqdistance q p a b;r = on_circum r c p q ? nsameside a b c p q r",yes,N/A,"Joyce’s Euclid, Book III (inscribed angles/arc relations)",no,"point(6), circle(3), triangle(3), segment(9)",N/A,N/A,
57,"In a quadrilateral $ABCD$ with equal diagonals, prove $AC=BD$.",Synthetic problem: Equal diagonals ,Construct an equal-diagonal quadrilateral $ABCD$. Prove the diagonals are congruent.,a b c d = eqdia_quadrangle a b c d ? cong a c b d,yes,True by construction,N/A,no,"point(4), quadrilateral(1), segment(4)",N/A,N/A,
58,"In $\triangle ABC$, if $G$ is the centroid and $X$ is the midpoint of $BC$, then $A,G,X$ are collinear.",Synthetic problem: Centroid lies on a median,"Construct triangle $ABC$, midpoints $X,Y,Z$ of the sides, and centroid $G$. Prove $A,X,G$ are collinear.",a b c = triangle a b c;x y z g = centroid x y z g a b c ? coll a x g,yes,"The centroid is the intersection point of the medians; $AX$ is a median, so $A,X,G$ are collinear."," E. E. Moise, Elementary Geometry from an Advanced Standpoint, Addison‑Wesley.",no,"point(7), triangle(1), line(1), segment(3)",N/A,N/A,
59,"In $\triangle ABC$, let $X,Y,Z$ be the midpoints of the sides and let $I$ be the nine‑point circle center. Prove that $IX = IY$.",Synthetic problem: Nine‑point center equidistant from two side midpoints,"Construct a triangle $ABC$. Construct the nine points circle of the triangle $ABC$ to obtain the midpoints $X,Y,Z$ of the sides and the nine‑point center $I$. Prove that the distances from $I$ to $X$ and from $I$ to $Y$ are equal.","a b c = triangle a b c; x y z i = ninepoints x y z i a b c ? cong i x i y
",yes,"By definition, $I$ is the center of the nine‑point circle passing through the midpoints $X,Y,Z$. Therefore all radii to those points are equal, in particular $IX=IY$.","Roger A. Johnson, Advanced Euclidean Geometry, Dover",no,"point(10), triangle(1), circle(1), segment(3)",N/A,N/A,
60,Let $E$ be the intersection of line $BC$ with the line through $D$ parallel to $AC$. Prove $DE\parallel AC$.,Synthetic problem: Line–parallel intersection produces a parallel line,Construct triangle $ABC$ and a point $D$. Construct $E$ as the intersection of line $BC$ with the line through $D$ that is parallel to $AC$. Prove line $DE$ is parallel to $AC$.,a b c = triangle a b c;d = free d;e = intersection_lp e b c d a c ? para d e a c,yes,True by definition,N/A,no,"point(5), triangle(1), line(2), segment(3)",N/A,N/A,
61,Let $X$ be the intersection of line $AB$ with the perpendicular from $C$ to line $DE$. Prove $CX\perp DE$.,Synthetic problem: Perpendicular intersection gives a perpendicular line,"Construct points $A,B,C$ and a segment $DE$. Construct $X$ as the intersection of line $AB$ and the line through $C$ perpendicular to $DE$. Prove that line $CX$ is perpendicular to $DE$.",a b c = triangle a b c;d e = segment d e;x = intersection_lt x a b c d e ? perp c x d e,yes,True by defintion,N/A,no,"point(6), triangle(1), line(3), segment(3)",N/A,N/A,
62,Let $X$ be the intersection of the line through $A$ parallel to $BC$ and the line through $D$ parallel to $EF$. Prove $AX\parallel BC$ and $DX\parallel EF$.,Synthetic problem: Parallel–parallel intersection,"Construct triangle $ABC$ and points $D,E,F$. Construct $X$  in the intersection of the line through $A$ parallel to $BC$ and the line through $D$ parallel to $EF$.  Prove $AX\parallel BC$ and $DX\parallel EF$.",a b c = triangle a b c;d e f = triangle d e f;x = intersection_pp x a b c d e f ? para a x b c; para d x e f,yes,True by defintion,N/A,no,"point(7), triangle(2), line(4), segment(6)",N/A,N/A,
63,"If $X$ is constructed on the tangent at $A$ to the circle centered at $O$ (radius $OA$), prove $AX\perp AO$.",Synthetic problem: Tangent radius is perpendicular,"Construct points $O,A$. Construct $X$ on the line through $A$ perpendicular to $AO$. Prove $AX\perp AO$.",o a = segment o a;x = lc_tangent x a o ? perp a x a o,yes,True by definition.,N/A,no,"point(3), segment(1), line(2)",N/A,N/A,
64,Let $X$ be a point such that the triangle $XAB$ is an isosceles right triangle. Then $AX\perp AB$ and $AX=AB$.,Synthetic construction: Isoceles right angle triangle,Let $AB$ be a segment. Costruct $X$ such that the triangle $XAB$ is an isosceles right triangle.  Prove that $AX\perp AB$ and $AX=AB$.,a b = segment a b;x = nsquare x a b ? perp a x a b; cong a x a b,yes,True by defintion,N/A,no,"point(3), segment(1), line(2)",N/A,N/A,
65,"In any configuration, a segment has the same length as itself: $AB=BA$.",Synthetic sanity check: Reflexive congruence,"Construct five points $A,B,C,D,E$ as an inscribed convex pentagon. Prove that segment $AB$ is congruent to segment $BA$ (a reflexive identity).","a b c d e = pentagon a b c d e
? cong a b b a",yes,This is a reflexive property of segment length: the distance from $A$ to $B$ equals the distance from $B$ to $A$. The pentagon construction is irrelevant to the truth of the predicate.,"E. E. Moise, Elementary Geometry from an Advanced Standpoint, Addison‑Wesley ",no,"point(5), pentagon(1), segment(5)",N/A,N/A,
66,"If $X$ is the image of $B$ under a $90^\circ$ rotation about $A$, then $AX\perp AB$ and $AX=AB$.",Synthetic construction: Rotate by $90^\circ$ about a point,"Construct points $A,B$. Construct $X$ as the image of $B$ under a rotation of 90 degrees around $A$. Prove $AX\perp AB$ and $AX=AB$.",a b = segment a b;x = psquare x a b ? perp a x a b; cong a x a b,yes,A $90^\circ$ rotation about $A$ preserves distance and makes the image ray perpendicular. Therefore $AX=AB$ and $AX\perp AB$.,"Coxeter, Introduction to Geometry, Wiley (rotations/isometries).",yes,"point(3), segment(1), line(2)",N/A,N/A,
67,"In any configuration, a segment has the same length as itself: $AB=BA$.",Synthetic sanity check:Reflexive congruence sanity check (quadrangle setup),Construct a convex quadrilateral $ABCD$. Prove that segment $AB$ is congruent to segment $BA$.,a b c d = quadrangle a b c d ? cong a b b a,yes,$AB=BA$ holds by reflexivity of distance (the length of a segment does not depend on traversal direction).,"E. E. Moise, Elementary Geometry from an Advanced Standpoint, Addison‑Wesley.",no,"point(4), quadrilateral(1), segment(4)",N/A,N/A,
68,"In a right trapezoid $ABCD$ with $AB\parallel CD$ and $AB\perp AD$, prove $AB\parallel CD$ and $AB\perp AD$.",Synthetic sanity check: Right trapezoid properties,Construct a right trapezoid $ABCD$. Prove the defining parallelism and perpendicularity.,a b c d = r_trapezoid a b c d ? para a b c d; perp a b a d,yes,True by definition,"Coxeter, Introduction to Geometry, Wiley.",no,"point(4), trapezoid(1), line(4), segment(4)",N/A,N/A,
69,"In rectangle $ABCD$, prove $AB\parallel CD$ and $AB\perp BC$.
",Synthetic sanity check: Rectangle properties,Construct rectangle $ABCD$. Prove $AB\parallel CD$ and $AB\perp BC$,a b c d = rectangle a b c d ? para a b c d; perp a b b c,yes,True by definition,https://mathworld.wolfram.com/Rectangle.html,no,"point(4), quadrilateral(1), line(4), segment(4)",N/A,N/A,
70,Construct an isosceles right triangle.,Synthetic construction: Isosceles right triangle,"Construct points $A,B,C$ such that the triangle $ABC$ is an isosceles right triangle with a right angle at $A$.",a b c = risos a b c ?,yes,N/A,N/A,no,"point(3), triangle(1), line(2), segment(2)",N/A,N/A,
71,"Given triangle $BCD$, construct the point $X$ such that the quadrilateral $BXCD$ is a parallelogram.",Synthetic construction: From triangle to parallelogram,"Construct a triangle $BCD$. Build $X$, the translation of $B$ by the vector from $D$ to $C$.",b c d = triangle b c d;x = shift x b c d,yes,N/A,N/A,no,"point(4), triangle(1), segment(2)",N/A,N/A,N/A
72,"Given segment $AB$, construct a square $ABCD$ with side $AB$.
Prove that $AB\perp BC$ and $AB=BC.",Synthetic sanity check: Square from segment,"Construct a segment $AB$. Construct a square $ABCD$ on side $AB$.  
Prove that $AB\perp BC$ and $AB=BC$",a b = segment a b;c d = square c d a b ? perp a b b c; cong a b b c,yes,True by defintion of a square.,https://mathworld.wolfram.com/Square.html,no,"point(4), square(1), line(2), segment(2)",N/A,N/A,N/A
73,"In a square $ABCD$, prove that adjacent sides are perpendicular and equal.",Synthetic sanity check: Square properties,Construct a square $ABCD$. Prove that $AB\perp BC$ and $AB=BC$.,a b c d = isquare a b c d ? perp a b b c; cong a b b c,yes,True by defintion of a square.,https://mathworld.wolfram.com/Square.html,no,"point(4), square(1), line(2), segment(2)",N/A,N/A,N/A
74,"In trapezoid $ABCD$ with $AB\parallel CD$, prove $AB\parallel CD$.",Synthetic sanity check: Trapezoid property,Construct trapezoid $ABCD$. Prove that $AB\parallel CD$,a b c d = trapezoid a b c d ? para a b c d,yes,True by defintion of a trapezoid.,"Aref & Wernick, Dover (2010), Ch. 1 (trapezoids)",no,"point(4), trapezoid(1), line(2), segment(4)",N/A,N/A,N/A
75,"Let $ABC$ be a triangle. Points $X$ and $Y$ are constructed on segment $AC$ such that the rays $BX$ and $BY$ trisect the angle $\angle ABC$.
Prove that $\angle ABX = \angle XBY.$",Synthetic sanity check: Angle Trisection,Construct a triangle $ABC$. Construct the points $X$ and $Y$ on segment $AC$ such that the rays $BX$ and $BY$ trisect the angle $\angle ABC$. Prove that $\angle ABX = \angle XBY.$,a b c = triangle a b c;x y = trisect x y a b c ? eqangle a b x x b y,yes,"By defintion, an angle trisection is the construction of an angle equal to one third of a given arbitrary angle.","Coxeter, Introduction to Geometry, Wiley (angle constructions and directed angles).",no,"point(5), triangle(1), ray(2), segment(1)",N/A,N/A,N/A
76,"If points $X,Y$ trisect segment $AB$, then $AX=XY$ and $XY=YB$.",Synthetic sanity check: Segment trisection,"Construct a segment $AB$. Construct trisection points $X,Y$. Prove $AX=XY$, $XY=YB$.",a b = segment a b;x y = trisegment x y a b ? cong a x x y; cong x y y b,yes,"By defintion, a segment trisection divides a segment into three congruent segments.",N/A,no,"point(4), segment(3)",N/A,N/A,N/A
77,"From an external point $A$, the two tangent segments to a circle are equal.",Synthetic problem: Tangents from an external point are equal,"Construct a circle with center $O$ through $B$. Take an external point $A$. Construct tangent points $X,Y$ from $A$ to the circle. Prove $AX=AY$.",o b = segment o b;a = free a;x y = tangent x y a o b ? cong a x a y,yes,"Tangents from a common external point to a circle have equal lengths. Here $AX$ and $AY$ are tangents from $A$ to the circle centered at $O$, so $AX=AY$.","Joyce’s Euclid, Book III (equal tangents theorem) ",no,"point(5), segment(1), circle(1), line(2)",N/A,N/A,N/A
78,"Let $ABC$ be an equilateral triangle. Prove that triangles $ABC$ and $ACB$ are similar by an orientation‑reversing similarity (i.e., one is a mirror image of the other).",Synthetic problem: Equilateral symmetry ⇒ mirror-similarity of reversed vertex order,"Construct an equilateral triangle $ABC$. Consider the same triangle with the order of vertices reversed, namely triangle $ACB$. Show that there exists a similarity taking $\triangle ABC$ to $\triangle ACB$ that reverses orientation",a b c = ieq_triangle a b c ? simtrir a b c a c b,yes,"In an equilateral triangle, $AB=AC$ and $\angle BAC=60^\circ$. The line through $A$ and the midpoint of $BC$ is simultaneously a median, angle bisector, and perpendicular bisector; reflecting across this line swaps $B$ and $C$ and fixes $A$. Hence the reflection maps $\triangle ABC$ to $\triangle ACB$, which is a similarity with a reflection component, so it is orientation‑reversing.","Joyce’s Euclid, Book I (equilateral triangle construction and symmetry facts as standard corollaries)",no,"point(3), segment(3), triangle(1)","line(1), point(1), ",N/A,N/A
79,Construct an equilateral triangle having a given segment as one side. ,Euclid I. Proposition 1. (Book I),Construct a segment $AB$. Construct a point $C$ such that triangle $CAB$ is equilateral.,a b = segment a b; c = eq_triangle c a b,yes,"Let $AB$ be the given finite straight line. It is required to construct an equilateral triangle on the straight line $AB$. Describe the circle $BCD$ with center $A$ and radius $AB$. Again describe the circle $ACE$ with center $B$ and radius $BA$. Join the straight lines $CA$ and $CB$ from the point $C$ at which the circles cut one another to the points $A$ and $B$. Now, since the point $A$ is the center of the circle $CDB$, therefore $AC$ equals $AB$. Again, since the point $B$ is the center of the circle $CAE$, therefore $BC$ equals $BA$. But $AC$ was proved equal to $AB$, therefore each of the straight lines $AC$ and $BC$ equals $AB$. And things which equal the same thing also equal one another, therefore $AC$ also equals $BC$. Therefore the three straight lines $AC$, $AB$, and $BC$ equal one another. Therefore the triangle $ABC$ is equilateral, and it has been constructed on the given finite straight line $AB$.

",https://mathcs.clarku.edu/~djoyce/java/elements/bookI/propI1.html,no,"point(3), segment(3), triangle(1)","circle(2), line(2)",N/A,The finite straight line described in the proof corresponds to a segment. 
80,Construct a segment congruent to a given segment and with a given point as one endpoint.,Euclid I.Proposition 2. (Book I),Construct a segment $BC$ and a point $A$. Construct a point $D$ such that $AD=BC$.,b c = segment b c; a = free a; d = shift d a b c ? cong a d b c,yes,"Let $A$ be the given point, and $BC$ the given straight line. It is required to place a straight line equal to the given straight line $BC$ with one end at the point $A$. Join the straight line $AB$ from the point $A$ to the point $B$, and construct the equilateral triangle $DAB$ on it. Produce the straight lines $AE$ and $BF$ in a straight line with $DA$ and $DB$. Describe the circle $CGH$ with center $B$ and radius $BC$, and again, describe the circle $GKL$ with center $D$ and radius $DG$. Since the point $B$ is the center of the circle $CGH$, therefore $BC$ equals $BG$. Again, since the point $D$ is the center of the circle $GKL$, therefore $DL$ equals $DG$. And in these $DA$ equals $DB$, therefore the remainder $AL$ equals the remainder $BG$. But $BC$ was also proved equal to $BG$, therefore each of the straight lines $AL$ and $BC$ equals $BG$. And things which equal the same thing also equal one another, therefore $AL$ also equals $BC$. Therefore the straight line $AL$ equal to the given straight line $BC$ has been placed with one end at the given point $A$.",https://mathcs.clarku.edu/~djoyce/java/elements/bookI/propI2.html,no,"point(4), segment(2)","triangle(1), line(4), cirlce(2)  ",N/A,N/A
81,"Given $\overline{AB}$ and $\overline{CD}$, construct point $E$ on $\overline{AB}$ such that $AE \cong CD$.",Euclid I.Proposition 3. (Book I),Construct segments $AB$ and $CD$. Construct a point $E$ on the line $AB$ such that $AE=CD$.,"a b = segment a b; c d = segment c d; e = on_line e a b, eqdistance e a c d ? cong a e c d",yes,"Let $AB$ and $C$ be the two given unequal straight lines, and let $AB$ be the greater of them. It is required to cut off from $AB$ the greater a straight line equal to $C$ the less. Place $AD$ at the point $A$ equal to the straight line $C$, and describe the circle $DEF$ with center $A$ and radius $AD$. Now, since the point $A$ is the center of the circle $DEF$, therefore $AE$ equals $AD$. But $C$ also equals $AD$, therefore each of the straight lines $AE$ and $C$ equals $AD$, so that $AE$ also equals $C$. Therefore, given the two straight lines $AB$ and $C$, $AE$ has been cut off from $AB$ the greater equal to $C$ the less.",https://mathcs.clarku.edu/~djoyce/java/elements/bookI/propI3.html,no,"point(5), segment(3), line(1)",circle(1),N/A,N/A
82,Construct the angle bisector of a given angle.,Euclid I. Proposition 9a,Construct a triangle $ABC$. Construct a point $X$ on the internal bisector of $\angle ABC$.,a b c = triangle a b c; x = angle_bisector x a b c,yes,"Let the angle $BAC$ be the given rectilinear angle. It is required to bisect it. Take an arbitrary point $D$ on $AB$. Cut off $AE$ from $AC$ equal to $AD$, and join $DE$. Construct the equilateral triangle $DEF$ on $DE$, and join $AF$. I say that the angle $BAC$ is bisected by the straight line $AF$. Since $AD=AE$, and $AF$ is common, therefore the two sides $AD$ and $AF$ equal the two sides $EA$ and $AF$ respectively. And the base $DF$ equals the base $EF$, therefore the angle $DAF$ equals the angle $EAF$. Therefore the given rectilinear angle $BAC$ is bisected by the straight line $AF$.",https://mathcs.clarku.edu/~djoyce/java/elements/bookI/propI9.html,no,"bisector(1), point(3), ray(1), line(1)","point(3), segment(8), line(1) ",N/A,N/A
83,"Given angle $BAC$, construct ray $AD$ bisecting it. ",Euclid I. Proposition 9b - rephrased,Construct a triangle $ABC$. Construct a point $X$ on the internal bisector of $\angle ABC$.,a b c = triangle a b c; x = angle_bisector x a b c,yes,"Let the angle $BAC$ be the given rectilinear angle. It is required to bisect it. Take an arbitrary point $D$ on $AB$. Cut off $AE$ from $AC$ equal to $AD$, and join $DE$. Construct the equilateral triangle $DEF$ on $DE$, and join $AF$. I say that the angle $BAC$ is bisected by the straight line $AF$. Since $AD=AE$, and $AF$ is common, therefore the two sides $AD$ and $AF$ equal the two sides $EA$ and $AF$ respectively. And the base $DF$ equals the base $EF$, therefore the angle $DAF$ equals the angle $EAF$. Therefore the given rectilinear angle $BAC$ is bisected by the straight line $AF$.",https://mathcs.clarku.edu/~djoyce/java/elements/bookI/propI9.html,no,"ray(1), point(3)","point(3), segment(8), line(1) ",N/A,N/A
84,Construct the midpoint of a given segment. ,Euclid I.Proposition 10. (Book I),Construct a segment $AB$. Construct the midpoint $M$ of $AB$.,a b = segment a b; m = midpoint m a b,yes,"Let $AB$ be the given finite straight line. It is required to bisect the finite straight line $AB$. Construct the equilateral triangle $ABC$ on it, and bisect the angle $ACB$ by the straight line $CD$. I say that the straight line $AB$ is bisected at the point $D$. Since $CA = CB$, and $CD$ is common, therefore the two sides $CA $ and $CD$ equal the two sides $CB$ and $CD$ respectively, and the angle $ACD$ equals the angle $BCD$, therefore the base $AD$ equals the base $BD$. Therefore the given straight line $AB$ is bisected at $D$.",https://mathcs.clarku.edu/~djoyce/java/elements/bookI/propI10.html,no,"point(3), segment(1)","triangle(1), line(2), point(1), segment(4)  ",N/A,N/A
